timestamp,service_name,host,cpu_percent,mem_percent,disk_util_percent,disk_read_mb_s,disk_write_mb_s,net_in_mb_s,net_out_mb_s,rps,latency_p95_ms,error_rate_percent,gc_pause_ms,packet_loss_percent,is_anomaly,anomaly_type
2025-10-01T09:00:00Z,user-service,node-1,37.03263594895645,54.26442669706423,40.151701045157,2.058192325739784,1.7300577249099642,5.346262274754351,5.118121812177412,122.70976110205147,176.83404548834184,0.31940272096026,5.291501956011372,0.004222087804431465,False,normal
2025-10-01T09:00:00Z,order-service,node-2,48.57649831230498,55.65782064965178,39.00107767863784,2.040896337155935,1.883008269907199,5.104018351724908,5.812923086118049,111.68884563279413,167.92528901800196,0.6569803603896842,9.624891184071855,0.08380420379795084,False,normal
2025-10-01T09:00:00Z,payment-service,node-3,52.26430893293675,58.708044213769554,40.12760890823885,2.322209186591583,1.5981552111443178,6.003068587697389,6.282939876703446,93.84883902254778,212.2622929282115,0.04301097167129542,3.889557962443054,0.05493140209024004,False,normal
2025-10-01T09:00:00Z,auth-service,node-1,57.57964355383821,64.52332247302363,38.973295103807246,1.9125435721704684,1.6820318894722857,5.743039809848182,7.857963116013224,89.21762337585298,203.26240850012942,0.39023497489194875,4.815916017138881,0.0382164523229017,False,normal
2025-10-01T09:00:00Z,inventory-service,node-2,66.86972984194374,61.56363770423881,35.130430972627885,2.008414968675692,1.5070680306849344,7.0332075171716255,7.21106228508603,77.0829624976794,211.37839497928715,0.22795634668710252,5.6489204993276365,0.07953129052087629,False,normal
2025-10-01T09:00:00Z,search-service,node-3,63.37074757696212,63.882769921912434,33.73406868270941,1.8618080776283286,1.1409325627437639,8.319064819222152,8.26339993253448,66.44152486400984,232.97171761539852,0.5403856818460671,4.36508769987596,0.060918914947373434,False,normal
2025-10-01T09:00:10Z,user-service,node-1,43.20784857484629,58.181828512451034,42.16463276282116,1.9567531468488457,1.4064707048238776,5.1435098086116104,5.658299226029107,117.45051129653858,175.72778229867265,0.603318430105212,9.925403041222282,0.04320497454862483,False,normal
2025-10-01T09:00:10Z,order-service,node-2,43.40505946593667,56.576037840720105,31.368469527144832,1.949549228141336,1.6370188879741936,5.534945530504786,6.822039856893083,111.87606091986504,196.74373045436252,0.41281061689762677,8.946997119681065,0.013329631933802856,False,normal
2025-10-01T09:00:10Z,payment-service,node-3,49.438181078022,56.795402902608096,38.65408899507176,2.286507445965036,1.4024659543539382,7.0786192984404925,6.402935741272566,94.20473515902101,199.12049013265852,0.5900051274852688,4.296823955218792,0.11796561799601628,False,normal
2025-10-01T09:00:10Z,auth-service,node-1,57.91511505126251,64.60533913141414,40.89253673938878,1.5256753555675013,1.4369682009409677,4.946659895334692,6.6934552571119434,96.69714203768145,203.50042422162602,0.3908278905084554,5.9784025025790895,0.07361949503571014,False,normal
